age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
33.0, Private,204193.67, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,3103.0,0.0,40.0, United-States, >50K
21.0, Self-emp-inc,251539.16, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Private,196451.8, HS-grad,9.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Local-gov,73378.15, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
39.03304, State-gov,200383.72, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,38.0, United-States, >50K
17.0, Self-emp-inc,154842.14, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
36.0, ?,44912.02, Bachelors,13.0, Never-married, ?, Unmarried, White, Female,0.0,0.0,5.0, United-States, <=50K
33.0, ?,178573.78, 9th,9.0, Separated, ?, Own-child, White, Female,0.0,0.0,8.0, United-States, <=50K
17.0, Self-emp-not-inc,122184.53, 9th,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
48.0, Private,136989.12, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, Mexico, <=50K
47.0, ?,266499.88, Bachelors,16.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
37.0, Private,198898.9, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
54.0, ?,129102.76, Bachelors,12.0, Widowed, ?, Not-in-family, White, Male,0.0,0.0,40.0, Cuba, <=50K
38.0, Private,13492.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
28.0, Local-gov,47942.51, Masters,13.0, Never-married, Prof-specialty, Own-child, Black, Female,0.0,0.0,25.0, United-States, <=50K
17.0, Private,268406.12, 11th,4.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,1.0, United-States, <=50K
33.0, ?,13492.0, 10th,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,1.0, United-States, <=50K
35.0, Private,53456.27, Some-college,10.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
17.0, Private,185945.53, Some-college,11.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,20.0, United-States, <=50K
17.0, Self-emp-inc,175089.77, Some-college,11.0, Married-civ-spouse, Sales, Husband, White, Female,0.0,0.0,40.0, United-States, <=50K
23.0, Private,32351.967, 7th-8th,1.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,40.0, Puerto-Rico, <=50K
29.0, Private,82750.4, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
50.0, Private,13492.0, 7th-8th,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
44.0, Private,13492.0, 11th,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
25.0, Private,157429.38, Some-college,10.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
47.0, Private,13492.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,4356.0,99.0, United-States, <=50K
28.0, Private,168520.03, 10th,9.0, Never-married, Sales, Other-relative, Black, Female,0.0,0.0,20.0, United-States, <=50K
38.0, Private,247487.61, 5th-6th,4.0, Never-married, Handlers-cleaners, Other-relative, Black, Male,0.0,0.0,40.0, Puerto-Rico, <=50K
40.0, ?,189708.44, Some-college,10.0, Divorced, ?, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
32.0, State-gov,195563.6, 7th-8th,3.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Puerto-Rico, <=50K
45.0, ?,262916.7, 10th,9.0, Never-married, ?, Unmarried, Black, Female,0.0,0.0,1.0, United-States, <=50K
38.0, Private,114426.34, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
45.0, Federal-gov,190829.14, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,35.0, United-States, <=50K
33.0, State-gov,110681.77, Assoc-voc,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,102.712875,0.0,40.0, Canada, >50K
29.0, Local-gov,185429.88, 7th-8th,4.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
38.0, Local-gov,210062.12, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Female,0.0,0.0,40.0, United-States, >50K
62.0, Private,107269.1, 10th,9.0, Widowed, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
31.0, Private,166421.47, Some-college,10.0, Separated, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
17.0, ?,154972.23, Bachelors,13.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,45.0, India, <=50K
19.0, Private,13492.0, 12th,6.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, Puerto-Rico, <=50K
27.0, Private,86755.01, HS-grad,9.0, Divorced, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
48.46581, Self-emp-not-inc,175559.53, Prof-school,13.0, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0.0,0.0,31.051424, United-States, >50K
35.0, Private,13492.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
31.0, Local-gov,555043.8, Prof-school,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999.0,0.0,40.0, United-States, >50K
30.0, Private,13492.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Federal-gov,151374.7, Some-college,9.0, Divorced, Transport-moving, Own-child, Black, Male,0.0,0.0,40.0, United-States, <=50K
30.0, Private,196099.42, Assoc-acdm,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Private,13492.0, 10th,6.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,60.0, United-States, <=50K
37.0, Private,161131.89, 1st-4th,10.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,40.0, Ireland, <=50K
90.0, Private,105085.56, 7th-8th,7.0, Separated, Craft-repair, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,186688.39, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, >50K
21.0, Private,117785.37, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
43.0, Private,32295.287, Bachelors,13.0, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Female,0.0,0.0,40.0, Taiwan, >50K
30.0, Private,192777.72, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, Dominican-Republic, <=50K
27.0, Private,124025.3, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
43.0, Private,13492.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
31.0, Self-emp-not-inc,65605.42, HS-grad,9.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
32.0, Private,158948.89, 5th-6th,9.0, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0.0,0.0,40.0, Philippines, <=50K
37.0, Private,13492.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
59.0, Self-emp-inc,163590.28, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
32.0, Private,255575.48, Some-college,10.0, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,40.0, South, <=50K
32.0, Private,478907.78, Bachelors,14.0, Never-married, Prof-specialty, Wife, White, Male,0.0,0.0,40.0, United-States, >50K
37.0, Private,137130.88, HS-grad,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
32.0, Private,182739.23, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
43.0, Private,143527.38, 9th,9.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,42.0, United-States, <=50K
35.0, Private,163239.73, HS-grad,9.0, Divorced, Machine-op-inspct, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
40.0, Private,156044.08, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Ireland, >50K
34.0, Self-emp-not-inc,113160.086, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
32.0, Private,153550.38, Some-college,10.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
44.0, Private,24814.45, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
34.0, State-gov,13492.0, Assoc-acdm,10.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
43.0, Private,33704.93, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,4356.0,40.0, United-States, >50K
24.0, Private,83366.95, 11th,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,16.602598, United-States, <=50K
31.0, Private,69793.875, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
33.0, Federal-gov,41297.18, Bachelors,11.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
61.0, Private,95803.36, HS-grad,9.0, Married-spouse-absent, Other-service, Unmarried, White, Female,0.0,0.0,40.0, Puerto-Rico, <=50K
31.0, Private,13492.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, Puerto-Rico, <=50K
90.0, Self-emp-inc,13492.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
17.0, Private,125877.766, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,1.0, United-States, <=50K
46.0, Local-gov,102725.39, 11th,1.0, Divorced, Adm-clerical, Own-child, White, Male,0.0,0.0,35.0, United-States, <=50K
37.0, Private,166859.5, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
29.0, Private,13492.0, Some-college,10.0, Divorced, Tech-support, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
44.537937, Private,183535.9, Bachelors,13.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,50.0, United-States, <=50K
34.0, Private,185581.05, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Private,35713.19, Some-college,13.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, >50K
23.0, ?,123731.9, Prof-school,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,1.0, United-States, <=50K
45.0, Private,13492.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,13492.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
56.0, Private,123790.47, Assoc-acdm,13.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
27.0, Self-emp-inc,13492.0, Bachelors,13.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,35.0, South, <=50K
44.279858, Self-emp-not-inc,183710.0, 11th,3.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,46.0, United-States, <=50K
36.0, Private,362114.94, Masters,15.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
42.0, Private,13492.0, HS-grad,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,214189.92, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, Taiwan, <=50K
44.0, Local-gov,13492.0, HS-grad,9.0, Divorced, Protective-serv, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, ?,71112.23, Some-college,13.0, Never-married, ?, Own-child, White, Female,99999.0,0.0,12.0, United-States, <=50K
17.0, Private,237154.97, 10th,9.0, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,40.0, Puerto-Rico, <=50K
42.0, Private,13492.0, Bachelors,16.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
30.0, Private,98196.66, HS-grad,9.0, Separated, Handlers-cleaners, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Local-gov,13492.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
41.0, Private,219134.23, 11th,9.0, Divorced, Adm-clerical, Wife, White, Female,0.0,0.0,30.0, Cuba, <=50K
24.0, Local-gov,162946.64, Some-college,10.0, Never-married, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
26.0, Private,121021.31, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
56.0, Federal-gov,13492.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
32.0, Private,35366.57, Bachelors,13.0, Separated, Prof-specialty, Not-in-family, White, Female,0.0,0.0,37.0, United-States, <=50K
47.0, Private,265203.6, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
30.0, State-gov,134722.14, HS-grad,9.0, Separated, Exec-managerial, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
44.0, Private,127646.81, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
40.0, Private,13492.0, HS-grad,9.0, Divorced, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
37.0, Private,36342.957, Some-college,11.0, Never-married, Adm-clerical, Husband, Black, Male,0.0,0.0,40.0, United-States, >50K
17.0, Private,148033.25, Some-college,11.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Private,99500.99, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
17.0, Private,87771.664, Some-college,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
41.0, Private,13492.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
38.0, Private,86283.72, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
42.0, Private,13492.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,55.0, United-States, >50K
56.0, Private,175715.5, Assoc-acdm,13.0, Separated, Prof-specialty, Not-in-family, White, Female,0.0,0.0,50.0, Puerto-Rico, <=50K
17.0, Private,159505.62, HS-grad,9.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
63.0, Self-emp-inc,71642.414, 7th-8th,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Puerto-Rico, >50K
46.0, State-gov,50066.45, Some-college,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,94560.24, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
34.0, Local-gov,68768.96, HS-grad,9.0, Never-married, Tech-support, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, ?,236747.64, HS-grad,7.0, Married-civ-spouse, ?, Wife, Black, Female,0.0,0.0,40.0, United-States, <=50K
60.0, Private,238901.33, HS-grad,9.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,20.0, United-States, <=50K
51.0, Private,295056.5, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, >50K
63.0, Private,167073.39, Prof-school,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,4356.0,30.0, United-States, >50K
17.0, Private,196621.94, Masters,16.0, Never-married, Sales, Wife, Asian-Pac-Islander, Male,99999.0,0.0,81.87871, India, >50K
32.0, Private,170474.7, Some-college,11.0, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K
30.0, Private,13492.0, HS-grad,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
48.028885, Private,13492.0, HS-grad,10.0, Widowed, Adm-clerical, Unmarried, Black, Female,0.0,0.0,38.0, United-States, <=50K
40.0, State-gov,123967.02, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,38.0, United-States, <=50K
27.0, Private,144494.75, 9th,8.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, Puerto-Rico, <=50K
43.0, Private,1210504.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,20.0, United-States, <=50K
33.0, Self-emp-not-inc,312089.88, 11th,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
42.0, Private,142696.83, 7th-8th,3.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, Puerto-Rico, <=50K
34.0, Self-emp-inc,13492.0, Some-college,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
42.0, Federal-gov,13492.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
22.0, ?,172115.28, Bachelors,13.0, Never-married, ?, Own-child, White, Male,0.0,0.0,1.0, United-States, <=50K
43.0, Private,130055.62, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
30.0, Private,162945.12, Bachelors,15.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States, >50K
46.57087, State-gov,171653.33, Some-college,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, Puerto-Rico, >50K
27.0, Self-emp-not-inc,162164.89, Masters,16.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
17.0, ?,52491.977, HS-grad,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
47.0, Self-emp-inc,57042.715, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Local-gov,74088.86, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,30.0, United-States, >50K
38.0, Private,147970.05, Bachelors,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,46.0, United-States, >50K
24.0, Private,207994.11, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
34.0, Self-emp-not-inc,13492.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
17.0, Private,172766.5, Some-college,11.0, Never-married, Tech-support, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K
39.177185, Private,166475.23, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
28.0, Private,226299.56, Masters,16.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
30.0, Private,96764.17, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
21.0, State-gov,102468.086, Bachelors,12.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,60.0, United-States, <=50K
17.0, Local-gov,13492.0, Masters,16.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,38.0, United-States, <=50K
52.0, Self-emp-inc,212011.08, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
17.0, Private,26783.504, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,35.0, United-States, <=50K
50.0, Private,141925.38, 9th,7.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,48.0, United-States, >50K
43.0, Private,303867.0, 9th,9.0, Divorced, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,40.0, Vietnam, <=50K
37.0, Private,183992.4, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
31.0, State-gov,64003.637, Some-college,10.0, Never-married, Adm-clerical, Own-child, Black, Female,0.0,0.0,40.0, United-States, <=50K
17.0, Self-emp-inc,104024.555, Masters,15.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
29.0, Private,207672.48, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,46.0, United-States, <=50K
38.0, Private,99864.86, Some-college,9.0, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0.0,0.0,40.0, United-States, >50K
24.0, State-gov,13492.0, Assoc-acdm,12.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,20.0, United-States, <=50K
44.0, State-gov,13492.0, Masters,13.0, Divorced, Exec-managerial, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
66.0, Private,13492.0, 9th,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,30.0, United-States, <=50K
39.0, Private,175061.84, HS-grad,10.0, Married-spouse-absent, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
34.0, Private,135806.6, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, State-gov,153495.75, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,13492.0, Masters,14.0, Married-spouse-absent, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
31.0, ?,126564.414, HS-grad,9.0, Married-civ-spouse, ?, Wife, White, Female,5178.0,0.0,35.0, United-States, <=50K
42.0, Private,182733.56, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
34.0, Self-emp-inc,200793.4, Some-college,12.0, Divorced, Exec-managerial, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K
43.0, Private,189390.8, Some-college,9.0, Never-married, Handlers-cleaners, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
28.0, Private,105515.01, HS-grad,9.0, Separated, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
17.0, ?,13492.0, 9th,9.0, Never-married, ?, Own-child, Black, Female,0.0,0.0,40.0, United-States, <=50K
29.0, Private,128241.78, Bachelors,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
17.0, State-gov,54621.38, Masters,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
27.0, Private,152167.94, Bachelors,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
20.088636, Federal-gov,117572.7, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Private,13492.0, Prof-school,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,4356.0,40.0, United-States, >50K
29.0, ?,96437.92, 5th-6th,9.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
27.0, Private,126709.516, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
23.0, Private,178842.27, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, >50K
45.0, ?,53715.055, Bachelors,13.0, Widowed, ?, Not-in-family, White, Male,0.0,0.0,1.0, United-States, <=50K
52.0, Self-emp-not-inc,144046.31, HS-grad,9.0, Divorced, Exec-managerial, Own-child, White, Male,0.0,0.0,2.2456393, United-States, <=50K
90.0, ?,13492.0, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,30.0, United-States, <=50K
31.0, Private,13492.0, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
45.0, Private,13492.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,189337.58, 7th-8th,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
19.0, Private,167869.64, 12th,5.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
37.0, Self-emp-inc,161129.72, Prof-school,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States, >50K
17.0, Private,138455.45, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
52.0, Private,13492.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,38.0, United-States, <=50K
39.0, Federal-gov,214808.48, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
51.013905, Private,13492.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
41.0, Private,92299.78, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
17.0, Private,165967.64, Some-college,11.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
32.0, Private,85774.234, 10th,9.0, Never-married, Machine-op-inspct, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
17.0, Private,155943.42, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,25.0, United-States, <=50K
44.0, Private,264261.1, 11th,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
